Group,Project,Site,Country,WMO Code,Latitude,Longitude,Altitude,Type of Site,Source of Information,Sample Name,Media Type,Date,Begin of Period,End of Period,Comment,O18,O18 Provider,H2,H2 Provider,H3,H3 Error,H3 Provider,Precipitation,Air Temperature,Vapour Pressure
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","198704","Water - Precipitation - rain","1987-04-15","1987-04-01","1987-04-30","","-8.56","International Atomic Energy Agency","-65.5","International Atomic Energy Agency","21.1","0.7","International Atomic Energy Agency","15","10.8","7.8"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","198705","Water - Precipitation - rain","1987-05-15","1987-05-01","1987-05-31","","-11.56","International Atomic Energy Agency","-86.5","International Atomic Energy Agency","23.6","0.7","International Atomic Energy Agency","106","13.1","10.4"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","198706","Water - Precipitation - rain","1987-06-15","1987-06-01","1987-06-30","","-10.84","International Atomic Energy Agency","-83","International Atomic Energy Agency","22.7","0.7","International Atomic Energy Agency","118","17.9","14.6"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","198707","Water - Precipitation - rain","1987-07-15","1987-07-01","1987-07-31","","-7.61","International Atomic Energy Agency","-52.6","International Atomic Energy Agency","28.6","0.7","International Atomic Energy Agency","80","20.8","16.1"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","198708","Water - Precipitation - rain","1987-08-15","1987-08-01","1987-08-31","","-5.82","International Atomic Energy Agency","-38.5","International Atomic Energy Agency","25.5","0.7","International Atomic Energy Agency","44","18","14.4"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","198709","Water - Precipitation - rain","1987-09-15","1987-09-01","1987-09-30","","-7.52","International Atomic Energy Agency","-50.6","International Atomic Energy Agency","20.8","0.7","International Atomic Energy Agency","37","17.8","14.7"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","198710","Water - Precipitation - rain","1987-10-15","1987-10-01","1987-10-31","","-5.79","International Atomic Energy Agency","-32.9","International Atomic Energy Agency","16.4","0.6","International Atomic Energy Agency","28","10.8","10.3"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","198711","Water - Precipitation - rain","1987-11-15","1987-11-01","1987-11-30","","-7.14","International Atomic Energy Agency","-50.4","International Atomic Energy Agency","15.9","0.6","International Atomic Energy Agency","31","5.5","7.5"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","198712","Water - Precipitation - snow","1987-12-15","1987-12-01","1987-12-31","","-11.87","International Atomic Energy Agency","-85.9","International Atomic Energy Agency","11.2","0.6","International Atomic Energy Agency","64","3","6.1"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","198801","Water - Precipitation - unspecified (not reported)","1988-01-15","1988-01-01","1988-01-31","","-13.49","International Atomic Energy Agency","-103.1","International Atomic Energy Agency","15.3","0.6","International Atomic Energy Agency","20","3","6.6"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","198802","Water - Precipitation - unspecified (not reported)","1988-02-15","1988-02-01","1988-02-29","","-17.46","International Atomic Energy Agency","-127.4","International Atomic Energy Agency","17.9","0.6","International Atomic Energy Agency","62","3.3","5.5"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","198803","Water - Precipitation - unspecified (not reported)","1988-03-15","1988-03-01","1988-03-31","","-13.16","International Atomic Energy Agency","-100.1","International Atomic Energy Agency","17.6","0.6","International Atomic Energy Agency","64","4.2","5.7"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","198804","Water - Precipitation - unspecified (not reported)","1988-04-15","1988-04-01","1988-04-30","","-7.7","International Atomic Energy Agency","-50.4","International Atomic Energy Agency","21.7","0.7","International Atomic Energy Agency","27","10.1","7.9"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","198805","Water - Precipitation - unspecified (not reported)","1988-05-15","1988-05-01","1988-05-31","","-8.21","International Atomic Energy Agency","-62.2","International Atomic Energy Agency","31.3","0.8","International Atomic Energy Agency","42","16.1","12.5"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","198806","Water - Precipitation - unspecified (not reported)","1988-06-15","1988-06-01","1988-06-30","","-6.86","International Atomic Energy Agency","-47.6","International Atomic Energy Agency","25","0.7","International Atomic Energy Agency","34","17.9","13.7"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","198807","Water - Precipitation - unspecified (not reported)","1988-07-15","1988-07-01","1988-07-31","","-6.39","International Atomic Energy Agency","-46.4","International Atomic Energy Agency","23.9","0.7","International Atomic Energy Agency","56","21.3","15.9"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","198808","Water - Precipitation - unspecified (not reported)","1988-08-15","1988-08-01","1988-08-31","","-5.49","International Atomic Energy Agency","-39.1","International Atomic Energy Agency","21.2","0.8","International Atomic Energy Agency","64","20.3","16.6"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","198809","Water - Precipitation - unspecified (not reported)","1988-09-15","1988-09-01","1988-09-30","","-11.08","International Atomic Energy Agency","-81.4","International Atomic Energy Agency","14.6","0.7","International Atomic Energy Agency","120","15.4","13.8"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","198810","Water - Precipitation - unspecified (not reported)","1988-10-15","1988-10-01","1988-10-31","","-6.64","International Atomic Energy Agency","-48.9","International Atomic Energy Agency","6.5","0.6","International Atomic Energy Agency","11","10.5","10.4"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","198811","Water - Precipitation - unspecified (not reported)","1988-11-15","1988-11-01","1988-11-30","","-13.15","International Atomic Energy Agency","-96.5","International Atomic Energy Agency","11","0.6","International Atomic Energy Agency","50","1.7","5.4"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","198812","Water - Precipitation - unspecified (not reported)","1988-12-15","1988-12-01","1988-12-31","","-11.69","International Atomic Energy Agency","-85.9","International Atomic Energy Agency","10.1","0.5","International Atomic Energy Agency","68","3.7","6.3"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","198901","Water - Precipitation - unspecified (not reported)","1989-01-15","1989-01-01","1989-01-31","","-13.91","International Atomic Energy Agency","-104.7","International Atomic Energy Agency","13","0.4","International Atomic Energy Agency","16","1.4","5.9"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","198902","Water - Precipitation - unspecified (not reported)","1989-02-15","1989-02-01","1989-02-28","","-8.91","International Atomic Energy Agency","-63","International Atomic Energy Agency","14.3","0.5","International Atomic Energy Agency","27","5","7.1"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","198903","Water - Precipitation - unspecified (not reported)","1989-03-15","1989-03-01","1989-03-31","","-5.74","International Atomic Energy Agency","-43.8","International Atomic Energy Agency","19.9","0.6","International Atomic Energy Agency","23","8.7","7.9"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","198904","Water - Precipitation - unspecified (not reported)","1989-04-15","1989-04-01","1989-04-30","","-9.19","International Atomic Energy Agency","-62.3","International Atomic Energy Agency","24.3","0.7","International Atomic Energy Agency","88","10.8","9.3"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","198905","Water - Precipitation - unspecified (not reported)","1989-05-15","1989-05-01","1989-05-31","","-6.22","International Atomic Energy Agency","-41.6","International Atomic Energy Agency","23.9","0.9","International Atomic Energy Agency","89","15","11.7"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","198906","Water - Precipitation - unspecified (not reported)","1989-06-15","1989-06-01","1989-06-30","","-8.69","International Atomic Energy Agency","-57.6","International Atomic Energy Agency","28.9","1","International Atomic Energy Agency","81","16.7","13.8"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","198907","Water - Precipitation - unspecified (not reported)","1989-07-15","1989-07-01","1989-07-31","","-3.96","International Atomic Energy Agency","-27.6","International Atomic Energy Agency","31.5","1","International Atomic Energy Agency","50","20.8","17.2"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","198908","Water - Precipitation - unspecified (not reported)","1989-08-15","1989-08-01","1989-08-31","","-7.83","International Atomic Energy Agency","-52.3","International Atomic Energy Agency","34","1.1","International Atomic Energy Agency","144","19.5","17.5"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","198909","Water - Precipitation - unspecified (not reported)","1989-09-15","1989-09-01","1989-09-30","","-8.37","International Atomic Energy Agency","-56.6","International Atomic Energy Agency","25.5","0.9","International Atomic Energy Agency","56","15.6","14.9"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","198910","Water - Precipitation - unspecified (not reported)","1989-10-15","1989-10-01","1989-10-31","","-7.44","International Atomic Energy Agency","-51.2","International Atomic Energy Agency","13","0.6","International Atomic Energy Agency","25","11","10.9"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","198911","Water - Precipitation - unspecified (not reported)","1989-11-15","1989-11-01","1989-11-30","","-9.75","International Atomic Energy Agency","-64.4","International Atomic Energy Agency","10","0.6","International Atomic Energy Agency","24","3.7","6.7"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","198912","Water - Precipitation - unspecified (not reported)","1989-12-15","1989-12-01","1989-12-31","","-9.11","International Atomic Energy Agency","-76.2","International Atomic Energy Agency","","","","5","2.1","6.5"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","199001","Water - Precipitation - unspecified (not reported)","1990-01-15","1990-01-01","1990-01-31","","","","","","","","","3","0.8","5.6"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","199002","Water - Precipitation - unspecified (not reported)","1990-02-15","1990-02-01","1990-02-28","","-13.17","International Atomic Energy Agency","-100.4","International Atomic Energy Agency","9.8","0.6","International Atomic Energy Agency","69","5.8","7"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","199003","Water - Precipitation - unspecified (not reported)","1990-03-15","1990-03-01","1990-03-31","","-7.1","International Atomic Energy Agency","-48.6","International Atomic Energy Agency","17.2","0.6","International Atomic Energy Agency","33","9.4","7.4"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","199004","Water - Precipitation - unspecified (not reported)","1990-04-15","1990-04-01","1990-04-30","","-11.56","International Atomic Energy Agency","-81.1","International Atomic Energy Agency","17.3","0.6","International Atomic Energy Agency","88","9.3","8.5"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","199005","Water - Precipitation - unspecified (not reported)","1990-05-15","1990-05-01","1990-05-31","","-4.83","International Atomic Energy Agency","-30.7","International Atomic Energy Agency","25.9","1","International Atomic Energy Agency","43","16.4","12.4"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","199006","Water - Precipitation - unspecified (not reported)","1990-06-15","1990-06-01","1990-06-30","","-6.37","International Atomic Energy Agency","-44","International Atomic Energy Agency","22.1","0.7","International Atomic Energy Agency","69","18.3","15"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","199007","Water - Precipitation - unspecified (not reported)","1990-07-15","1990-07-01","1990-07-31","","-4.06","International Atomic Energy Agency","-29.7","International Atomic Energy Agency","25.4","0.8","International Atomic Energy Agency","53","19.7","15.3"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","199008","Water - Precipitation - unspecified (not reported)","1990-08-15","1990-08-01","1990-08-31","","-5.91","International Atomic Energy Agency","-46.8","International Atomic Energy Agency","20.3","0.7","International Atomic Energy Agency","15","21.3","16.1"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","199009","Water - Precipitation - unspecified (not reported)","1990-09-15","1990-09-01","1990-09-30","","-7.95","International Atomic Energy Agency","-56.7","International Atomic Energy Agency","17.3","0.7","International Atomic Energy Agency","69","13.8","12.3"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","199010","Water - Precipitation - unspecified (not reported)","1990-10-15","1990-10-01","1990-10-31","","-9.81","International Atomic Energy Agency","-72","International Atomic Energy Agency","12.9","0.6","International Atomic Energy Agency","37","10.6","10.4"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","199011","Water - Precipitation - unspecified (not reported)","1990-11-15","1990-11-01","1990-11-30","","-9.46","International Atomic Energy Agency","-65.7","International Atomic Energy Agency","9.7","0.5","International Atomic Energy Agency","52","6.4","8.1"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","199012","Water - Precipitation - unspecified (not reported)","1990-12-15","1990-12-01","1990-12-31","","-13.93","International Atomic Energy Agency","-99","International Atomic Energy Agency","10.4","0.5","International Atomic Energy Agency","43","0.8","5.4"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","199101","Water - Precipitation - unspecified (not reported)","1991-01-15","1991-01-01","1991-01-31","","-8.98","International Atomic Energy Agency","-68.9","International Atomic Energy Agency","11.1","3.5","International Atomic Energy Agency","5","1.1","5.5"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","199102","Water - Precipitation - unspecified (not reported)","1991-02-15","1991-02-01","1991-02-28","","-17.53","International Atomic Energy Agency","-125.2","International Atomic Energy Agency","10.6","0.5","International Atomic Energy Agency","17","-2","4.2"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","199103","Water - Precipitation - unspecified (not reported)","1991-03-15","1991-03-01","1991-03-31","","-11.41","International Atomic Energy Agency","-84.8","International Atomic Energy Agency","10.2","0.5","International Atomic Energy Agency","28","7.2","8.3"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","199104","Water - Precipitation - unspecified (not reported)","1991-04-15","1991-04-01","1991-04-30","","-10.2","International Atomic Energy Agency","-90.9","International Atomic Energy Agency","17.9","0.6","International Atomic Energy Agency","28","9.2","7.9"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","199105","Water - Precipitation - unspecified (not reported)","1991-05-15","1991-05-01","1991-05-31","","-12.37","International Atomic Energy Agency","-90","International Atomic Energy Agency","17.5","0.6","International Atomic Energy Agency","179","12","9.9"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","199106","Water - Precipitation - unspecified (not reported)","1991-06-15","1991-06-01","1991-06-30","","-6.24","International Atomic Energy Agency","-48","International Atomic Energy Agency","23.1","0.8","International Atomic Energy Agency","49","17.7","14.3"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","199107","Water - Precipitation - unspecified (not reported)","1991-07-15","1991-07-01","1991-07-31","","-7.69","International Atomic Energy Agency","-54.4","International Atomic Energy Agency","23.8","0.8","International Atomic Energy Agency","80","21.9","17.6"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","199108","Water - Precipitation - unspecified (not reported)","1991-08-15","1991-08-01","1991-08-31","","-6.04","International Atomic Energy Agency","-38.7","International Atomic Energy Agency","29.3","0.9","International Atomic Energy Agency","59","20.4","17"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","199109","Water - Precipitation - unspecified (not reported)","1991-09-15","1991-09-01","1991-09-30","","-4.55","International Atomic Energy Agency","-33.1","International Atomic Energy Agency","18.6","0.7","International Atomic Energy Agency","15","16.9","14.1"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","199110","Water - Precipitation - unspecified (not reported)","1991-10-15","1991-10-01","1991-10-31","","-7.36","International Atomic Energy Agency","-47","International Atomic Energy Agency","15.1","0.6","International Atomic Energy Agency","30","9.3","9.6"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","199111","Water - Precipitation - unspecified (not reported)","1991-11-15","1991-11-01","1991-11-30","","-13.97","International Atomic Energy Agency","-101.2","International Atomic Energy Agency","7.2","0.4","International Atomic Energy Agency","75","5","7.4"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","199112","Water - Precipitation - unspecified (not reported)","1991-12-15","1991-12-01","1991-12-31","","-13.04","International Atomic Energy Agency","-96.6","International Atomic Energy Agency","10.5","0.5","International Atomic Energy Agency","77","","5"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","199201","Water - Precipitation - unspecified (not reported)","1992-01-15","1992-01-01","1992-01-31","","-9.87","International Atomic Energy Agency","-71.5","International Atomic Energy Agency","10.6","0.5","International Atomic Energy Agency","29","",""
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","199202","Water - Precipitation - unspecified (not reported)","1992-02-15","1992-02-01","1992-02-29","","-12.17","International Atomic Energy Agency","-87.7","International Atomic Energy Agency","8.9","0.5","International Atomic Energy Agency","30","2.6","6"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","199203","Water - Precipitation - unspecified (not reported)","1992-03-15","1992-03-01","1992-03-31","","-11.91","International Atomic Energy Agency","-88","International Atomic Energy Agency","22.2","0.9","International Atomic Energy Agency","96","6.1","6.2"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","199204","Water - Precipitation - unspecified (not reported)","1992-04-15","1992-04-01","1992-04-30","","-7.58","International Atomic Energy Agency","-55.5","International Atomic Energy Agency","17.4","0.8","International Atomic Energy Agency","34","10.5","7.8"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","199205","Water - Precipitation - unspecified (not reported)","1992-05-15","1992-05-01","1992-05-31","","-6.32","International Atomic Energy Agency","-43.5","International Atomic Energy Agency","17","0.7","International Atomic Energy Agency","17","15.7","11"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","199206","Water - Precipitation - unspecified (not reported)","1992-06-15","1992-06-01","1992-06-30","","-8.46","International Atomic Energy Agency","-55.4","International Atomic Energy Agency","19.2","0.8","International Atomic Energy Agency","74","19.6","14.3"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","199207","Water - Precipitation - unspecified (not reported)","1992-07-15","1992-07-01","1992-07-31","","-10.36","International Atomic Energy Agency","-75.9","International Atomic Energy Agency","28.6","1.1","International Atomic Energy Agency","48","21.5","15.1"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","199208","Water - Precipitation - unspecified (not reported)","1992-08-15","1992-08-01","1992-08-31","","-6.03","International Atomic Energy Agency","-43.4","International Atomic Energy Agency","14.1","0.6","International Atomic Energy Agency","19","24.4","16.5"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","199209","Water - Precipitation - unspecified (not reported)","1992-09-15","1992-09-01","1992-09-30","","-9.59","International Atomic Energy Agency","-70.2","International Atomic Energy Agency","12","0.5","International Atomic Energy Agency","46","15.9","12.7"
