Group,Project,Site,Country,WMO Code,Latitude,Longitude,Altitude,Type of Site,Source of Information,Sample Name,Media Type,Date,Begin of Period,End of Period,Comment,O18,O18 Provider,H2,H2 Provider,H3,H3 Error,H3 Provider,Precipitation,Air Temperature,Vapour Pressure
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197004","Water - Precipitation - rain & snow ( mixed )","1970-04-15","1970-04-01","1970-04-30","","-7.13","University of Copenhagen","-56.6","University of Copenhagen","172.2","9.4","International Atomic Energy Agency","48","9.5","7.7"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197005","Water - Precipitation - rain","1970-05-15","1970-05-01","1970-05-31","","-7.61","University of Copenhagen","-56.4","University of Copenhagen","309.6","11.8","International Atomic Energy Agency","20","13.4","9.9"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197006","Water - Precipitation - rain","1970-06-15","1970-06-01","1970-06-30","","-7.19","University of Copenhagen","-55.4","University of Copenhagen","332.6","11.3","International Atomic Energy Agency","55","19.2","14.8"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197007","Water - Precipitation - rain","1970-07-15","1970-07-01","1970-07-31","","-8.63","University of Copenhagen","-64.5","University of Copenhagen","319.3","10.5","International Atomic Energy Agency","121","19.6","15.3"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197008","Water - Precipitation - rain","1970-08-15","1970-08-01","1970-08-31","","-6.2","University of Copenhagen","-39.5","University of Copenhagen","266.2","13.3","International Atomic Energy Agency","53","19.4","16.4"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197009","Water - Precipitation - rain","1970-09-15","1970-09-01","1970-09-30","","-6.27","University of Copenhagen","-43.3","University of Copenhagen","191.4","12.6","International Atomic Energy Agency","24","15.3","12.3"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197010","Water - Precipitation - rain","1970-10-15","1970-10-01","1970-10-31","","-9.53","University of Copenhagen","-63.4","University of Copenhagen","114.2","11.7","International Atomic Energy Agency","86","9.3","9.6"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197011","Water - Precipitation - rain & snow ( mixed )","1970-11-15","1970-11-01","1970-11-30","","-11.25","University of Copenhagen","-78.3","University of Copenhagen","105.8","8.7","International Atomic Energy Agency","105","7.4","7.7"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197012","Water - Precipitation - rain & snow ( mixed )","1970-12-15","1970-12-01","1970-12-31","","-15.39","University of Copenhagen","-108.6","University of Copenhagen","124.1","11.2","International Atomic Energy Agency","29","1.1","5.3"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197101","Water - Precipitation - snow","1971-01-15","1971-01-01","1971-01-31","","-13.56","University of Copenhagen","-101.1","University of Copenhagen","146.8","9.3","University of Chicago","17","-1.8","4.7"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197102","Water - Precipitation - rain & snow ( mixed )","1971-02-15","1971-02-01","1971-02-28","","-15.61","University of Copenhagen","-100.3","University of Copenhagen","84.3","6.9","International Atomic Energy Agency","34","2.8","5.8"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197103","Water - Precipitation - rain & snow ( mixed )","1971-03-15","1971-03-01","1971-03-31","","-11.13","University of Copenhagen","-85.7","University of Copenhagen","550.9","15.5","International Atomic Energy Agency","72","2.6","5.4"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197104","Water - Precipitation - rain","1971-04-15","1971-04-01","1971-04-30","","-10.46","University of Copenhagen","-71.1","University of Copenhagen","292.1","13.4","International Atomic Energy Agency","22","11.2","8.3"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197105","Water - Precipitation - rain","1971-05-15","1971-05-01","1971-05-31","","-3.23","University of Copenhagen","-37.3","University of Copenhagen","390.1","15.4","International Atomic Energy Agency","34","16.5","12"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197106","Water - Precipitation - rain","1971-06-15","1971-06-01","1971-06-30","","-7.83","University of Copenhagen","-62.4","University of Copenhagen","333.3","17.1","International Atomic Energy Agency","109","16.7","13.2"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197107","Water - Precipitation - rain","1971-07-15","1971-07-01","1971-07-31","","","","","","216.1","11","International Atomic Energy Agency","19","20.7","14"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197108","Water - Precipitation - rain","1971-08-15","1971-08-01","1971-08-31","","","","","","127.3","17.1","International Atomic Energy Agency","62","21.2","15.5"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197109","Water - Precipitation - rain","1971-09-15","1971-09-01","1971-09-30","","-9.5","University of Copenhagen","-73.7","University of Copenhagen","146.3","17.1","International Atomic Energy Agency","51","14.1","10.8"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197110","Water - Precipitation - rain","1971-10-15","1971-10-01","1971-10-31","","-10.52","University of Copenhagen","-72.6","University of Copenhagen","133.8","13.6","International Atomic Energy Agency","19","10","8.8"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197111","Water - Precipitation - rain & snow ( mixed )","1971-11-15","1971-11-01","1971-11-30","","-15.93","University of Copenhagen","-109.7","University of Copenhagen","66.7","2.8","International Atomic Energy Agency","64","5","6.9"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197112","Water - Precipitation - rain & snow ( mixed )","1971-12-15","1971-12-01","1971-12-31","","","","","","64.2","3.7","International Atomic Energy Agency","28","4.1","6.5"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197201","Water - Precipitation - snow","1972-01-15","1972-01-01","1972-01-31","","-17.35","University of Copenhagen","-112.8","University of Copenhagen","91.8","3.7","International Atomic Energy Agency","31","-2","4.7"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197202","Water - Precipitation - rain & snow ( mixed )","1972-02-15","1972-02-01","1972-02-29","","","","","","","","","54","3.1","6.5"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197203","Water - Precipitation - rain & snow ( mixed )","1972-03-15","1972-03-01","1972-03-31","","-11.43","University of Copenhagen","-80","University of Copenhagen","126.1","5.5","International Atomic Energy Agency","31","7.6","6.5"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197204","Water - Precipitation - rain","1972-04-15","1972-04-01","1972-04-30","","-9.43","University of Copenhagen","-66","University of Copenhagen","130.8","4.7","International Atomic Energy Agency","86","9.7","8.5"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197205","Water - Precipitation - rain","1972-05-15","1972-05-01","1972-05-31","","-7.08","University of Copenhagen","-54.6","University of Copenhagen","165.9","5.3","International Atomic Energy Agency","131","14.2","11.9"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197206","Water - Precipitation - rain","1972-06-15","1972-06-01","1972-06-30","","-6.85","University of Copenhagen","-54.3","University of Copenhagen","217.4","6.4","International Atomic Energy Agency","22","18.7","14.4"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197207","Water - Precipitation - rain","1972-07-15","1972-07-01","1972-07-31","","-6.03","University of Copenhagen","-54","University of Copenhagen","205.6","6.3","International Atomic Energy Agency","114","20.3","16.4"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197208","Water - Precipitation - rain","1972-08-15","1972-08-01","1972-08-31","","-5.84","University of Copenhagen","-45","University of Copenhagen","149.2","5.8","International Atomic Energy Agency","67","18.5","15.1"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197209","Water - Precipitation - rain","1972-09-15","1972-09-01","1972-09-30","","-7.23","University of Copenhagen","-62.4","University of Copenhagen","93.7","5.3","International Atomic Energy Agency","30","13.3","11.3"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197210","Water - Precipitation - rain & snow ( mixed )","1972-10-15","1972-10-01","1972-10-31","","-13.23","International Atomic Energy Agency","-91.8","International Atomic Energy Agency","45.8","3.4","International Atomic Energy Agency","34","8.2","8"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197211","Water - Precipitation - rain & snow ( mixed )","1972-11-15","1972-11-01","1972-11-30","","-12.45","International Atomic Energy Agency","-94.9","International Atomic Energy Agency","48.6","2.4","International Atomic Energy Agency","32","5.6","6.9"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197212","Water - Precipitation - rain & snow ( mixed )","1972-12-15","1972-12-01","1972-12-31","","","","","","","","","3","0.6","5.3"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197301","Water - Precipitation - rain & snow ( mixed )","1973-01-15","1973-01-01","1973-01-31","","-16.23","International Atomic Energy Agency","-120.2","International Atomic Energy Agency","54.7","2.6","International Atomic Energy Agency","47","-0.1","5.1"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197302","Water - Precipitation - rain & snow ( mixed )","1973-02-15","1973-02-01","1973-02-28","","-8.64","International Atomic Energy Agency","-70.4","International Atomic Energy Agency","146.4","6","International Atomic Energy Agency","38","2.2","5.5"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197303","Water - Precipitation - rain","1973-03-15","1973-03-01","1973-03-31","","-14.4","International Atomic Energy Agency","-104.7","International Atomic Energy Agency","116.6","4.8","International Atomic Energy Agency","112","5.9","5.9"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197304","Water - Precipitation - rain & snow ( mixed )","1973-04-15","1973-04-01","1973-04-30","","-15.48","International Atomic Energy Agency","-110.1","International Atomic Energy Agency","125.3","4.5","International Atomic Energy Agency","129","8.5","6.8"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197305","Water - Precipitation - rain","1973-05-15","1973-05-01","1973-05-31","","-4.77","International Atomic Energy Agency","-32","International Atomic Energy Agency","190.4","5.5","International Atomic Energy Agency","17","15.9","10.9"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197306","Water - Precipitation - rain","1973-06-15","1973-06-01","1973-06-30","","-6.69","International Atomic Energy Agency","-44.5","International Atomic Energy Agency","170.7","5.5","International Atomic Energy Agency","101","18.1","14"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197307","Water - Precipitation - rain","1973-07-15","1973-07-01","1973-07-31","","-7.12","International Atomic Energy Agency","-48.9","International Atomic Energy Agency","124","5","International Atomic Energy Agency","31","20.1","14.7"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197308","Water - Precipitation - rain","1973-08-15","1973-08-01","1973-08-31","","-5.4","International Atomic Energy Agency","-36.5","International Atomic Energy Agency","144","5","International Atomic Energy Agency","43","20.6","13.7"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197309","Water - Precipitation - rain","1973-09-15","1973-09-01","1973-09-30","","-8.98","International Atomic Energy Agency","-61.6","International Atomic Energy Agency","57.1","3.2","International Atomic Energy Agency","57","16.4","12.8"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197310","Water - Precipitation - rain","1973-10-15","1973-10-01","1973-10-31","","-11.3","International Atomic Energy Agency","-84.2","International Atomic Energy Agency","99.2","4.7","International Atomic Energy Agency","34","8.9","8.7"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197311","Water - Precipitation - rain & snow ( mixed )","1973-11-15","1973-11-01","1973-11-30","","-12","International Atomic Energy Agency","-85.8","International Atomic Energy Agency","53.9","3.8","International Atomic Energy Agency","43","4","5.6"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197312","Water - Precipitation - rain & snow ( mixed )","1973-12-15","1973-12-01","1973-12-31","","-13.32","International Atomic Energy Agency","-93.4","International Atomic Energy Agency","80","4.3","International Atomic Energy Agency","37","1.5","5.3"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197401","Water - Precipitation - rain & snow ( mixed )","1974-01-15","1974-01-01","1974-01-31","","-11.29","International Atomic Energy Agency","-79.5","International Atomic Energy Agency","45.3","4","International Atomic Energy Agency","78","2.1","6.3"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197402","Water - Precipitation - rain & snow ( mixed )","1974-02-15","1974-02-01","1974-02-28","","-9.11","International Atomic Energy Agency","-66.4","International Atomic Energy Agency","58.2","3.5","International Atomic Energy Agency","17","4.7","6.8"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197403","Water - Precipitation - rain","1974-03-15","1974-03-01","1974-03-31","","-7.25","International Atomic Energy Agency","-48.1","International Atomic Energy Agency","93.4","4.7","International Atomic Energy Agency","10","8.2","7.3"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197404","Water - Precipitation - rain","1974-04-15","1974-04-01","1974-04-30","","-5.83","International Atomic Energy Agency","-40.8","International Atomic Energy Agency","138","6","International Atomic Energy Agency","11","10.2","6.7"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197405","Water - Precipitation - rain","1974-05-15","1974-05-01","1974-05-31","","-7.57","International Atomic Energy Agency","-58.9","International Atomic Energy Agency","267.9","16.4","International Atomic Energy Agency","47","14.1","10.3"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197406","Water - Precipitation - rain","1974-06-15","1974-06-01","1974-06-30","","-7.02","International Atomic Energy Agency","-53.5","International Atomic Energy Agency","379","13","International Atomic Energy Agency","85","16.3","12.5"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197407","Water - Precipitation - rain","1974-07-15","1974-07-01","1974-07-31","","-6.3","International Atomic Energy Agency","-38","International Atomic Energy Agency","226","8","International Atomic Energy Agency","56","19.1","14.4"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197408","Water - Precipitation - rain","1974-08-15","1974-08-01","1974-08-31","","","","","","166","7","International Atomic Energy Agency","19","21.5","16.5"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197409","Water - Precipitation - rain","1974-09-15","1974-09-01","1974-09-30","","-6.83","International Atomic Energy Agency","-50","International Atomic Energy Agency","83.3","4.4","International Atomic Energy Agency","14","15.6","12.5"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197410","Water - Precipitation - rain","1974-10-15","1974-10-01","1974-10-31","","-17.43","International Atomic Energy Agency","-129.5","International Atomic Energy Agency","82.8","1.9","International Atomic Energy Agency","111","7","7.6"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197411","Water - Precipitation - rain","1974-11-15","1974-11-01","1974-11-30","","-13.75","International Atomic Energy Agency","-99.7","International Atomic Energy Agency","103","2","International Atomic Energy Agency","47","4.7","7.1"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197412","Water - Precipitation - rain","1974-12-15","1974-12-01","1974-12-31","","-11.51","International Atomic Energy Agency","-86.2","International Atomic Energy Agency","76.4","1.9","International Atomic Energy Agency","94","5.1","6.9"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197501","Water - Precipitation - rain","1975-01-15","1975-01-01","1975-01-31","","-12.05","International Atomic Energy Agency","-91.7","International Atomic Energy Agency","80.2","3.1","International Atomic Energy Agency","33","3.8","6.3"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197502","Water - Precipitation - rain","1975-02-15","1975-02-01","1975-02-28","","-9.31","International Atomic Energy Agency","-68","International Atomic Energy Agency","215","6","International Atomic Energy Agency","4","1.5","4.5"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197503","Water - Precipitation - rain","1975-03-15","1975-03-01","1975-03-31","","-11.11","International Atomic Energy Agency","-76.4","International Atomic Energy Agency","159","5","International Atomic Energy Agency","48","6.4","6.9"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197504","Water - Precipitation - rain","1975-04-15","1975-04-01","1975-04-30","","-9.12","International Atomic Energy Agency","-65.5","International Atomic Energy Agency","208","6","International Atomic Energy Agency","46","9.9","7.5"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197505","Water - Precipitation - rain","1975-05-15","1975-05-01","1975-05-31","","-5.65","International Atomic Energy Agency","-37.1","International Atomic Energy Agency","148","4","International Atomic Energy Agency","70","16.2","12"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197506","Water - Precipitation - rain","1975-06-15","1975-06-01","1975-06-30","","-8.36","International Atomic Energy Agency","-57.3","International Atomic Energy Agency","174","5","International Atomic Energy Agency","154","17.3","13.7"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197507","Water - Precipitation - rain","1975-07-15","1975-07-01","1975-07-31","","-7.71","International Atomic Energy Agency","-45.7","International Atomic Energy Agency","150","2.4","International Atomic Energy Agency","121","20.3","16.1"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197508","Water - Precipitation - rain","1975-08-15","1975-08-01","1975-08-31","","-7.49","International Atomic Energy Agency","-54.5","International Atomic Energy Agency","117.9","2.1","International Atomic Energy Agency","52","19.7","15.9"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197509","Water - Precipitation - rain","1975-09-15","1975-09-01","1975-09-30","","-6.06","International Atomic Energy Agency","-42","International Atomic Energy Agency","256.1","3.5","International Atomic Energy Agency","13","18.1","15.6"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197510","Water - Precipitation - rain","1975-10-15","1975-10-01","1975-10-31","","-9.05","International Atomic Energy Agency","-58.9","International Atomic Energy Agency","77","1.7","International Atomic Energy Agency","51","9.6","9.6"
"GNIP","GNIP/M/AT/01","VIENNA (HOHE WARTE)","AT","1103500","48.2486111111111","16.3563888888889","198","Precipitation collectors - unknown","Partner: Zentralanstalt für Meteorologie und Geodynamik, Vienna","197511","Water - Precipitation - rain & snow ( mixed )","1975-11-15","1975-11-01","1975-11-30","","-13.07","International Atomic Energy Agency","-95.7","International Atomic Energy Agency","53.7","1.4","International Atomic Energy Agency","30","3.5","6.8"
