Parameter Category, Parameter,Location, Depth, Timestamp,Value,Unit, Data Source
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-01-07, -10.802, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-01-08, -13.229, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-01-09, -13.283, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-01-10, -16.105, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-01-11, -18.702, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-01-12, -15.984, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-01-13, -6.979, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-01-14, -7.352, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-01-15, -5.232, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-01-16, -4.486, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-01-17, -2.216, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-01-18, -5.236, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-01-19, -9.864, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-01-20, -7.21, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-01-21, -4.878, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-01-22, -4.902, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-01-23, -6.088, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-01-24, -10.69, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-01-25, -13.471, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-01-26, -12.427, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-01-27, -14.62, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-01-28, -6.029, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-01-29, -4.228, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-01-30, -6.622, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-01-31, -13.52, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-02-01, -7.353, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-02-02, -3.386, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-02-03, -1.109, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-02-04, -10.95, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-02-05, -9.696, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-02-06, -7.533, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-02-07, -3.584, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-02-08, -2.097, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-02-09, -3.095, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-02-10, -4.398, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-02-11, -4.371, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-02-12, -4.184, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-02-13, -4.821, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-02-14, -8.414, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-02-15, -12.799, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-02-16, -10.002, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-02-17, -14.583, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-02-18, -15.751, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-02-19, -11.171, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-02-20, -6.126, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-02-21, -10.485, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-02-22, -9.024, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-02-23, -8.349, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-02-24, -9.832, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-02-25, -11.29, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-02-26, -8.555, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-02-27, -10.308, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-02-28, -18.104, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-03-01, -14.729, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-03-02, -10.453, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-03-03, -8.297, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-03-04, -3.956, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-03-05, -5.83, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-03-06, -5.856, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-03-07, -3.095, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-03-08, -3.965, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-03-09, -3.697, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-03-10, -7.953, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-03-11, -7.878, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-03-12, -4.553, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-03-13, -6.18, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-03-14, -6.177, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-03-15, -4.437, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-03-16, -4.977, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-03-17, -4.954, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-03-18, -6.132, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-03-19, -2.173, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-03-20, 0.062, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-03-21, -3.552, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-03-22, -4.117, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-03-23, -6.15, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-03-24, -5.385, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-03-25, -5.497, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-03-26, -5.347, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-03-27, -6.378, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-03-28, -5.495, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-03-29, -0.484, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-03-30, -6.249, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-03-31, -7.85, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-04-01, -4.062, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-04-02, 1.123, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-04-03, 1.857, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-04-04, 2.549, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-04-05, 2.873, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-04-06, -0.868, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-04-07, -1.072, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-04-08, 2.152, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-04-09, -0.989, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-04-10, 0.073, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-04-11, 2.38, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-04-12, -0.277, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-04-13, -0.012, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-04-14, 4.273, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-04-15, 0.442, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-04-16, -3.054, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-04-17, -3.7, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-04-18, -4.462, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-04-19, -1.324, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-04-20, -4.131, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-04-21, -0.541, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-04-22, -0.299, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-04-23, -2.471, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-04-24, 1.469, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-04-25, 6.355, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-04-26, 5.226, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-04-27, 0.346, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-04-28, 1.048, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-04-29, 4.966, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-04-30, 5.883, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-05-01, 7.799, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-05-02, 4.32, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-05-03, -0.019, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-05-04, 0.411, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-05-05, 3.273, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-05-06, 4.863, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-05-07, 6.268, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-05-08, 4.074, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-05-09, 0.228, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-05-10, -0.737, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-05-11, -1.185, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-05-12, 1.279, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-05-13, 4.886, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-05-14, 6.986, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-05-15, 6.995, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-05-16, 7.87, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-05-17, 3.759, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-05-18, 3.562, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-05-19, 6.744, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-05-20, 8.569, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-05-21, 6.561, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-05-22, 7.039, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-05-23, 4.636, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-05-24, 3.161, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-05-25, 5.204, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-05-26, 6.537, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-05-27, 7.037, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-05-28, 8.218, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-05-29, 9.621, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-05-30, 6.62, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-05-31, 5.561, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-06-01, 7.086, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-06-02, 9.261, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-06-03, 10.919, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-06-04, 12.993, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-06-05, 12.482, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-06-06, 11.408, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-06-07, 11.639, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-06-08, 11.139, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-06-09, 11.467, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-06-10, 12.362, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-06-11, 10.416, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-06-12, 11.775, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-06-13, 12.967, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-06-14, 13.499, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-06-15, 14.732, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-06-16, 15.327, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-06-17, 15.996, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-06-18, 13.627, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-06-19, 11.534, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-06-20, 12.359, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-06-21, 12.548, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-06-22, 13.381, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-06-23, 11.731, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-06-24, 9.029, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-06-25, 7.635, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-06-26, 8.301, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-06-27, 8.159, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-06-28, 7.5, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-06-29, 9.906, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-06-30, 11.032, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-07-01, 12.52, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-07-02, 12.81, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-07-03, 13.12, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-07-04, 14.435, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-07-05, 12.397, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-07-06, 13.493, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-07-07, 13.681, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-07-08, 14.397, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-07-09, 16.011, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-07-10, 14.852, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-07-11, 13.09, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-07-12, 14.2, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-07-13, 13.045, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-07-14, 8.076, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-07-15, 11.448, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-07-16, 13.107, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-07-17, 11.503, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-07-18, 14.996, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-07-19, 15.548, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-07-20, 14.846, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-07-21, 15.125, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-07-22, 13.015, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-07-23, 13.753, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-07-24, 13.465, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-07-25, 11.858, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-07-26, 12.193, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-07-27, 14.312, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-07-28, 13.251, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-07-29, 14.929, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-07-30, 13.814, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-07-31, 11.97, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-08-01, 11.196, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-08-02, 12.053, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-08-03, 10.299, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-08-04, 11.355, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-08-05, 11.534, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-08-06, 12.958, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-08-07, 10.549, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-08-08, 10.544, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-08-09, 11.479, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-08-10, 11.551, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-08-11, 12.378, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-08-12, 13.049, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-08-13, 13.863, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-08-14, 13.475, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-08-15, 13.197, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-08-16, 10.888, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-08-17, 11.788, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-08-18, 11.891, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-08-19, 8.345, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-08-20, 6.012, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-08-21, 8.057, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-08-22, 11.816, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-08-23, 11.131, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-08-24, 10.2, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-08-25, 9.748, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-08-26, 7.708, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-08-27, 11.289, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-08-28, 11.031, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-08-29, 11.368, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-08-30, 10.903, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-08-31, 12.319, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-09-01, 11.325, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 5 meters,2021-09-02, 9.642, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Billy_Barr, 2 meters,2016-09-27, 6.528, degreeCelsius, EastRiver
