Parameter Category, Parameter,Location, Depth, Timestamp,Value,Unit, Data Source
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2016-09-28, 18.575, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2016-09-29, 12.228, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2016-09-30, 11.59, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2016-10-01, 10.092, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2016-10-02, 10.878, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2016-10-03, 9.437, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2016-10-04, 2.49, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2016-10-05, 4.488, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2016-10-06, 3.128, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2016-10-07, 3.688, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2016-10-08, 6.221, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2016-10-09, 5.709, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2016-10-10, 7.223, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2016-10-11, 6.632, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2016-10-12, 7.911, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2016-10-13, 8.892, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2016-10-14, 8.82, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2016-10-15, 10.877, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2016-10-16, 10.361, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2016-10-17, 12.071, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2016-10-18, 7.723, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2016-10-19, 5.55, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2016-10-20, 2.197, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2016-10-21, 4.737, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2016-10-22, 6.508, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2016-10-23, 7.793, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2016-10-24, 8.218, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2016-10-25, 7.841, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2016-10-26, 5.756, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2016-10-27, 7.355, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2016-10-28, 8.559, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2016-10-29, 9.667, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2016-10-30, 8.199, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2016-10-31, 8.803, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2016-11-01, 6.526, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2016-11-02, 4.955, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2016-11-03, 5.289, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2016-11-04, 7.224, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2016-11-05, 6.261, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2016-11-06, 5.99, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2016-11-07, 4.07, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2016-11-08, 3.621, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2016-11-09, 3.852, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2016-11-10, 4.565, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2016-11-11, 4.062, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2016-11-12, 2.206, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-05-23, 7.944, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-05-24, 11.43, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-05-25, 12.747, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-05-26, 11.208, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-05-27, 8.174, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-05-28, 8.669, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-05-29, 10.745, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-05-30, 11.904, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-05-31, 13.207, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-06-01, 12.694, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-06-02, 12.22, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-06-03, 13.344, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-06-04, 15.231, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-06-05, 15.364, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-06-06, 15.456, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-06-07, 15.003, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-06-08, 15.765, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-06-09, 15.007, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-06-10, 17.249, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-06-11, 15.995, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-06-12, 14.809, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-06-13, 10.74, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-06-14, 12.475, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-06-15, 14.936, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-06-16, 16.208, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-06-17, 17.195, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-06-18, 17.576, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-06-19, 18.576, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-06-20, 19.102, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-06-21, 19.923, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-06-22, 19.108, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-06-23, 17.436, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-06-24, 16.594, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-06-25, 16.951, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-06-26, 17.719, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-06-27, 17.632, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-06-28, 16.363, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-06-29, 15.772, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-06-30, 15.544, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-07-01, 15.863, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-07-02, 14.255, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-07-03, 15.809, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-07-04, 17.785, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-07-05, 18.525, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-07-06, 19.029, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-07-07, 16.914, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-07-08, 18.114, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-07-09, 20.139, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-07-10, 19.393, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-07-11, 16.471, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-07-12, 15.519, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-07-13, 15.599, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-07-14, 15.267, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-07-15, 17.878, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-07-16, 17.725, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-07-17, 17.071, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-07-18, 17.74, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-07-19, 18.476, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-07-20, 18.401, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-07-21, 17.644, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-07-22, 17.015, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-07-23, 17.038, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-07-24, 17.074, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-07-25, 16.587, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-07-26, 17.761, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-07-27, 18.657, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-07-28, 16.145, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-07-29, 14.866, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-07-30, 15.948, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-07-31, 16.955, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-08-01, 17.503, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-08-02, 16.181, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-08-03, 14.111, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-08-04, 14.625, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-08-05, 15.181, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-08-06, 14.399, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-08-07, 14.091, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-08-08, 13.583, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-08-09, 15.272, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-08-10, 17.337, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-08-11, 14.863, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-08-12, 15.739, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-08-13, 16.008, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-08-14, 16.023, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-08-15, 13.645, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-08-16, 14.913, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-08-17, 14.207, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-08-18, 15.447, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-08-19, 16.292, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-08-20, 16.93, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-08-21, 15.84, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-08-22, 14.62, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-08-23, 15.43, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-08-24, 14.341, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-08-25, 14.955, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-08-26, 17.595, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-08-27, 17.604, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-08-28, 18.006, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-08-29, 17.955, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-08-30, 17.454, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-08-31, 16.265, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-09-01, 16.524, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-09-02, 17.902, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-09-03, 17.663, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-09-04, 18.04, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-09-05, 17.367, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-09-06, 15.812, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-09-07, 15.349, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-09-08, 14.716, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-09-09, 16.056, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-09-10, 15.412, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-09-11, 14.651, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-09-12, 15.655, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-09-13, 15.099, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-09-14, 13.333, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-09-15, 10.803, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-09-16, 10.267, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-09-17, 8.53, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-09-18, 10.914, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-09-19, 11.295, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-09-20, 14.246, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-09-21, 12.903, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-09-22, 12.332, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-09-23, 9.035, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-09-24, 6.84, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-09-25, 4.713, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-09-26, 7.328, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-09-27, 9.131, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-09-28, 7.987, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-09-29, 7.601, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-09-30, 7.313, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-10-01, 7.85, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-10-02, 5.808, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-10-03, 8.18, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-10-04, 12.361, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-10-05, 12.109, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-10-06, 6.501, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-10-07, 6.165, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-10-08, 8.04, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-10-09, 0.273, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-10-10, 1.185, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-10-11, 4.888, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-10-12, 7.965, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-10-13, 7.666, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-10-14, 4.963, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-10-15, 2.227, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-10-16, 4.53, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-10-17, 5.086, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-10-18, 4.391, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-10-19, 7.907, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-10-20, 8.653, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-10-21, 1.595, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-10-22, 2.263, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-10-23, 7.176, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-10-24, 5.018, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-10-25, 5.188, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-10-26, 3.992, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-10-27, 2.441, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-10-28, 4.661, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-10-29, 3.917, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-10-30, 3.998, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-10-31, 4.81, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-11-01, 6.116, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-11-02, 5.535, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-11-03, 4.703, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-11-04, 4.223, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-11-05, 6.465, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-11-06, 5.1, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-11-07, 3.224, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-11-08, -0.586, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-11-09, -0.481, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-11-10, 1.576, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-11-11, 1.807, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-11-12, -0.123, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-11-13, 4.403, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-11-14, 2.404, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-11-15, 0.641, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-11-16, 2.094, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-11-17, 4.854, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-11-18, -6.599, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-11-19, -7.717, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-11-20, -6.045, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-11-21, 1.559, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-11-22, 1.663, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-11-23, 2.301, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-11-24, 2.191, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-11-25, 3.018, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-11-26, 2.729, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-11-27, 2.811, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-11-28, 2.289, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-11-29, -0.33, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-11-30, -0.552, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-12-01, 0.606, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-12-02, 2.74, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-12-03, -0.318, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-12-04, -4.538, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-12-05, -8.633, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-12-06, -8.689, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-12-07, -9.682, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-12-08, -4.558, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-12-09, -5.937, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-12-10, -6.056, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-12-11, -5.554, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-12-12, -3.726, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-12-13, -3.28, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-12-14, -2.024, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-12-15, -7.14, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-12-16, -7.388, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-12-17, -4.971, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-12-18, -6.1, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-12-19, -4.709, degreeCelsius, EastRiver
Climate - Weather, Air Temperature, ER-Almont, 5 meters,2017-12-20, -3.145, degreeCelsius, EastRiver
