well,m,1sd_m,b,1sd_b,Ae,1sd_Ae,F,1sd_F,E,1sd_E,T,1sd_T
PLM1,-149.04626631354776,16.528816222311352,3097.5143967702634,111.0091130182777,0.016308071205545633,0.00782642905844992,0.4193125807081254,0.07574539289473925,2962.4547359513053,88.09803434138865,0.8012341687033936,0.8717620678421807
PLM7,-146.40347277039598,16.742530477914087,3088.924861480553,90.43362797713264,0.0631264488113731,0.01709426129070024,0.7203573316751973,0.021162457987884412,3000.616377643667,88.15239477711319,0.8337281943199767,0.6855891299347077
PLM6,-142.52482284078354,16.06308419502569,3434.8983041200477,98.58195524608324,0.0017518678578273997,0.003159289974713518,0.2670399817987686,0.18817486033653594,2860.232771463626,87.97778296357568,3.713271520786712,0.7475736494636145
