yr,mon,avg_ppt,sd,N,date
1997.0,10.0,266.27,1.624,339.0,1997.8333333333333
1997.0,12.0,266.151,2.161,360.0,1998.0
1998.0,1.0,266.225,1.489,499.0,1998.0833333333333
1998.0,2.0,265.919,1.772,639.0,1998.1666666666667
1998.0,3.0,265.796,1.528,471.0,1998.25
1998.0,4.0,265.132,1.336,465.0,1998.3333333333333
1998.0,5.0,264.726,1.747,737.0,1998.4166666666667
1998.0,6.0,264.644,1.762,658.0,1998.5
1998.0,7.0,264.86,1.674,659.0,1998.5833333333333
1998.0,8.0,264.528,2.181,514.0,1998.6666666666667
1998.0,9.0,265.454,1.898,647.0,1998.75
1998.0,10.0,265.105,1.569,728.0,1998.8333333333333
1998.0,11.0,265.025,1.577,603.0,1998.9166666666667
1998.0,12.0,264.807,1.482,730.0,1999.0
1999.0,1.0,264.683,1.93,708.0,1999.0833333333333
1999.0,2.0,264.326,1.607,658.0,1999.1666666666667
1999.0,3.0,264.517,2.784,572.0,1999.25
1999.0,4.0,264.136,1.536,582.0,1999.3333333333333
1999.0,5.0,263.604,1.671,684.0,1999.4166666666667
1999.0,6.0,262.659,2.207,714.0,1999.5
1999.0,7.0,263.25,2.227,597.0,1999.5833333333333
1999.0,8.0,262.723,2.036,695.0,1999.6666666666667
1999.0,9.0,262.909,2.171,533.0,1999.75
1999.0,10.0,263.01,1.465,660.0,1999.8333333333333
1999.0,11.0,262.895,1.258,596.0,1999.9166666666667
1999.0,12.0,262.799,1.644,402.0,2000.0
2000.0,1.0,262.398,1.437,700.0,2000.0833333333333
2000.0,2.0,262.13,1.525,682.0,2000.1666666666667
2000.0,3.0,261.809,1.591,697.0,2000.25
2000.0,4.0,261.956,1.623,536.0,2000.3333333333333
2000.0,5.0,260.524,1.367,19.0,2000.4166666666667
2000.0,8.0,262.469,1.755,326.0,2000.6666666666667
2000.0,9.0,262.642,2.146,687.0,2000.75
2000.0,10.0,262.924,1.91,687.0,2000.8333333333333
2000.0,11.0,262.579,1.523,712.0,2000.9166666666667
2000.0,12.0,262.043,1.405,700.0,2001.0
2001.0,1.0,261.937,1.58,688.0,2001.0833333333333
2001.0,2.0,261.741,1.408,596.0,2001.1666666666667
2001.0,3.0,261.808,1.924,616.0,2001.25
2001.0,4.0,261.092,2.195,579.0,2001.3333333333333
2001.0,5.0,258.85,0.62,705.0,2001.4166666666667
2001.0,6.0,260.263,1.009,47.0,2001.5
2001.0,7.0,258.43,0.57,705.0,2001.5833333333333
2001.0,8.0,260.467,1.587,155.0,2001.6666666666667
2001.0,9.0,258.26,0.58,660.0,2001.75
2001.0,10.0,258.2,0.8,704.0,2001.8333333333333
2001.0,11.0,258.44,0.69,682.0,2001.9166666666667
2001.0,12.0,258.12,0.78,586.0,2002.0
2002.0,1.0,258.07,1.02,500.0,2002.0833333333333
2002.0,2.0,257.56,1.74,563.0,2002.1666666666667
2002.0,3.0,257.47,1.04,654.0,2002.25
2002.0,4.0,257.04,1.29,607.0,2002.3333333333333
2002.0,5.0,256.7,0.98,685.0,2002.4166666666667
2002.0,6.0,256.54,0.28,689.0,2002.5
2002.0,7.0,256.61,0.2,679.0,2002.5833333333333
2002.0,8.0,256.63,0.21,717.0,2002.6666666666667
2002.0,9.0,256.63,0.22,689.0,2002.75
2002.0,10.0,256.36,0.37,696.0,2002.8333333333333
2002.0,11.0,255.6,0.54,691.0,2002.9166666666667
2002.0,12.0,255.53,0.59,701.0,2003.0
2003.0,1.0,255.23,0.77,641.0,2003.0833333333333
2003.0,2.0,255.13,0.54,495.0,2003.1666666666667
2003.0,3.0,254.73,0.67,449.0,2003.25
2003.0,4.0,254.47,0.39,671.0,2003.3333333333333
2003.0,5.0,254.06,0.54,608.0,2003.4166666666667
2003.0,6.0,254.05,0.31,485.0,2003.5
2003.0,7.0,253.96,0.35,584.0,2003.5833333333333
2003.0,8.0,254.44,0.43,718.0,2003.6666666666667
2003.0,9.0,254.29,0.5,649.0,2003.75
2003.0,10.0,254.36,0.57,695.0,2003.8333333333333
2003.0,11.0,254.16,0.62,682.0,2003.9166666666667
2003.0,12.0,253.98,0.7,733.0,2004.0
2004.0,1.0,253.82,0.6,696.0,2004.0833333333333
2004.0,2.0,253.74,0.57,651.0,2004.1666666666667
2004.0,3.0,253.23,0.57,655.0,2004.25
2004.0,4.0,253.16,0.47,686.0,2004.3333333333333
2004.0,5.0,252.75,0.51,666.0,2004.4166666666667
2004.0,6.0,252.46,0.59,220.0,2004.5
2004.0,7.0,252.17,0.65,292.0,2004.5833333333333
2004.0,8.0,252.44,0.51,707.0,2004.6666666666667
2004.0,9.0,252.08,1.01,674.0,2004.75
2004.0,10.0,252.19,1.09,584.0,2004.8333333333333
2004.0,11.0,252.23,0.68,692.0,2004.9166666666667
2004.0,12.0,251.95,0.83,708.0,2005.0
2005.0,1.0,251.66,0.73,654.0,2005.0833333333333
2005.0,2.0,251.67,1.31,636.0,2005.1666666666667
2005.0,3.0,251.49,1.07,670.0,2005.25
2005.0,4.0,251.51,0.84,690.0,2005.3333333333333
2005.0,5.0,251.07,0.72,651.0,2005.4166666666667
2005.0,6.0,250.63,0.5,153.0,2005.5
2005.0,7.0,250.55,0.44,590.0,2005.5833333333333
2005.0,8.0,250.35,0.47,712.0,2005.6666666666667
2005.0,9.0,250.3,0.77,538.0,2005.75
2005.0,10.0,249.65,2.19,455.0,2005.8333333333333
2005.0,11.0,249.4,2.12,540.0,2005.9166666666667
2005.0,12.0,249.08,1.52,572.0,2006.0
2006.0,1.0,248.65,0.85,652.0,2006.0833333333333
2006.0,2.0,249.03,1.21,589.0,2006.1666666666667
2006.0,3.0,249.06,1.8,618.0,2006.25
2006.0,4.0,248.54,1.36,600.0,2006.3333333333333
2006.0,5.0,249.03,0.93,539.0,2006.4166666666667
2006.0,6.0,248.1,0.69,617.0,2006.5
2006.0,7.0,249.19,1.1,112.0,2006.5833333333333
2007.0,11.0,245.48,0.24,448.0,2007.9166666666667
2007.0,12.0,245.03,0.25,460.0,2008.0
2008.0,1.0,244.97,0.23,726.0,2008.0833333333333
2008.0,2.0,244.81,0.22,693.0,2008.1666666666667
2008.0,3.0,244.6,0.19,722.0,2008.25
2008.0,4.0,244.45,0.19,712.0,2008.3333333333333
2008.0,5.0,244.25,0.15,710.0,2008.4166666666667
2008.0,6.0,244.09,0.16,706.0,2008.5
2008.0,7.0,243.95,0.15,723.0,2008.5833333333333
2008.0,8.0,243.83,0.15,677.0,2008.6666666666667
2008.0,9.0,243.78,0.15,703.0,2008.75
2008.0,10.0,243.65,0.19,730.0,2008.8333333333333
2008.0,11.0,243.41,0.21,616.0,2008.9166666666667
2008.0,12.0,243.21,0.25,746.0,2009.0
2009.0,1.0,243.12,0.26,734.0,2009.0833333333333
2009.0,2.0,242.95,0.23,639.0,2009.1666666666667
2009.0,3.0,242.77,0.19,726.0,2009.25
2009.0,4.0,242.54,0.17,673.0,2009.3333333333333
2009.0,5.0,242.18,0.17,732.0,2009.4166666666667
2009.0,6.0,241.96,0.18,704.0,2009.5
2009.0,7.0,241.66,0.2,711.0,2009.5833333333333
2009.0,8.0,241.66,0.17,730.0,2009.6666666666667
2009.0,9.0,241.69,0.18,680.0,2009.75
2009.0,10.0,241.84,0.18,626.0,2009.8333333333333
2009.0,11.0,241.9,0.19,713.0,2009.9166666666667
2009.0,12.0,241.82,0.23,546.0,2010.0
2010.0,1.0,241.6,0.2,564.0,2010.0833333333333
2010.0,2.0,241.5,0.19,394.0,2010.1666666666667
2010.0,3.0,241.23,0.18,669.0,2010.25
2010.0,4.0,240.97,0.17,710.0,2010.3333333333333
2010.0,5.0,240.81,0.17,720.0,2010.4166666666667
2010.0,6.0,240.49,0.15,711.0,2010.5
2010.0,7.0,240.2,0.17,698.0,2010.5833333333333
2010.0,8.0,240.08,0.14,734.0,2010.6666666666667
2010.0,9.0,240.03,0.15,703.0,2010.75
2010.0,10.0,240.07,0.16,716.0,2010.8333333333333
2010.0,11.0,239.86,0.18,710.0,2010.9166666666667
2010.0,12.0,239.71,0.15,679.0,2011.0
2011.0,1.0,239.48,0.23,688.0,2011.0833333333333
2011.0,2.0,239.32,0.24,634.0,2011.1666666666667
2011.0,3.0,239.12,0.19,559.0,2011.25
2011.0,4.0,239.0,0.14,708.0,2011.3333333333333
2011.0,5.0,238.75,0.12,722.0,2011.4166666666667
2011.0,6.0,238.53,0.11,434.0,2011.5
2011.0,7.0,238.27,0.14,326.0,2011.5833333333333
2011.0,8.0,238.27,0.11,647.0,2011.6666666666667
2011.0,9.0,238.21,0.14,680.0,2011.75
2011.0,10.0,238.06,0.16,706.0,2011.8333333333333
2011.0,11.0,237.98,0.2,582.0,2011.9166666666667
2011.0,12.0,237.96,0.23,650.0,2012.0
2012.0,3.0,237.18,0.19,306.0,2012.25
2012.0,4.0,237.08,0.16,705.0,2012.3333333333333
2012.0,5.0,236.94,0.13,744.0,2012.4166666666667
2012.0,6.0,236.44,0.13,635.0,2012.5
2012.0,7.0,236.3,0.15,524.0,2012.5833333333333
2012.0,8.0,236.13,0.13,556.0,2012.6666666666667
2012.0,9.0,236.15,0.12,700.0,2012.75
2012.0,10.0,236.06,0.32,506.0,2012.8333333333333
2012.0,11.0,235.96,0.29,526.0,2012.9166666666667
2012.0,12.0,235.76,0.27,373.0,2013.0
2013.0,1.0,235.38,0.28,644.0,2013.0833333333333
2013.0,2.0,235.13,0.21,585.0,2013.1666666666667
2013.0,4.0,234.8,0.3,225.0,2013.3333333333333
2013.0,5.0,234.57,0.19,436.0,2013.4166666666667
2013.0,6.0,234.65,0.21,717.0,2013.5
2013.0,7.0,234.52,0.23,615.0,2013.5833333333333
2013.0,8.0,234.53,0.18,733.0,2013.6666666666667
2013.0,9.0,234.46,0.47,645.0,2013.75
2013.0,10.0,234.56,0.83,709.0,2013.8333333333333
2013.0,11.0,234.43,0.48,664.0,2013.9166666666667
2013.0,12.0,234.55,0.61,266.0,2014.0
2014.0,1.0,234.13,0.59,358.0,2014.0833333333333
2014.0,2.0,234.01,0.52,400.0,2014.1666666666667
2014.0,3.0,233.86,0.46,338.0,2014.25
2014.0,4.0,233.95,0.44,557.0,2014.3333333333333
2014.0,5.0,233.8,0.36,742.0,2014.4166666666667
2014.0,6.0,233.71,0.21,657.0,2014.5
2014.0,7.0,233.66,0.2,734.0,2014.5833333333333
2014.0,8.0,233.64,0.19,739.0,2014.6666666666667
2014.0,9.0,233.65,0.18,354.0,2014.75
2014.0,10.0,233.57,0.23,734.0,2014.8333333333333
2014.0,11.0,233.44,0.29,711.0,2014.9166666666667
2014.0,12.0,233.29,0.33,732.0,2015.0
2015.0,1.0,232.98,0.24,694.0,2015.0833333333333
2015.0,2.0,232.84,0.23,665.0,2015.1666666666667
2015.0,3.0,232.63,0.2,738.0,2015.25
2015.0,4.0,232.59,0.19,709.0,2015.3333333333333
2015.0,5.0,232.46,0.19,518.0,2015.4166666666667
2015.0,6.0,232.44,0.17,515.0,2015.5
2015.0,7.0,232.26,0.37,23.0,2015.5833333333333
2015.0,8.0,232.14,0.35,332.0,2015.6666666666667
2015.0,9.0,232.35,0.31,617.0,2015.75
2015.0,10.0,232.39,0.19,699.0,2015.8333333333333
2015.0,11.0,232.41,0.24,391.0,2015.9166666666667
2016.0,3.0,231.11,0.36,628.0,2016.25
2016.0,4.0,231.07,0.2,345.0,2016.3333333333333
2016.0,6.0,231.17,0.1,194.0,2016.5
2016.0,8.0,231.35,0.21,461.0,2016.6666666666667
2016.0,9.0,231.4,0.21,622.0,2016.75
2016.0,10.0,231.51,0.36,686.0,2016.8333333333333
2016.0,11.0,231.72,0.47,598.0,2016.9166666666667
2016.0,12.0,231.71,0.13,707.0,2017.0
2017.0,1.0,231.61,0.12,671.0,2017.0833333333333
2017.0,2.0,231.45,0.17,555.0,2017.1666666666667
2017.0,3.0,231.44,0.22,357.0,2017.25
2017.0,10.0,230.74,0.19,140.0,2017.8333333333333
2017.0,11.0,230.45,0.13,708.0,2017.9166666666667
2017.0,12.0,230.38,0.13,687.0,2018.0
2018.0,1.0,230.22,0.13,746.0,2018.0833333333333
2018.0,2.0,230.08,0.12,651.0,2018.1666666666667
2018.0,3.0,229.83,0.16,730.0,2018.25
2018.0,4.0,229.68,0.17,713.0,2018.3333333333333
2018.0,5.0,229.47,0.16,744.0,2018.4166666666667
2018.0,6.0,229.28,0.15,666.0,2018.5
2018.0,7.0,229.28,0.27,340.0,2018.5833333333333
2018.0,8.0,229.58,0.29,635.0,2018.6666666666667
2018.0,9.0,229.67,0.25,473.0,2018.75
2018.0,10.0,229.63,0.5,62.0,2018.8333333333333
2018.0,11.0,229.89,0.31,159.0,2018.9166666666667
2018.0,12.0,229.93,0.35,68.0,2019.0
